image,width_px,height_px,num_channels,source_file,recovery_file,recovered,acquisition_id,acquisition_description,acquisition_start_x_um,acquisition_start_y_um,acquisition_end_x_um,acquisition_end_y_um,acquisition_width_um,acquisition_height_um
TS-373_IMC84_B_001.tiff,1000,1000,42,TS-373_IMC84_B.mcd,TS-373_IMC84_B_ROI_1.txt,False,1.0,ROI_1,27807.797,12336.414,28807.797,11336.414,1000.0,1000.0
TS-373_IMC84_B_002.tiff,1000,1000,42,TS-373_IMC84_B.mcd,TS-373_IMC84_B_ROI_2.txt,False,2.0,ROI_2,28093.914,11273.358,29093.914,10273.358,1000.0,1000.0
TS-373_IMC83_B_001.tiff,1000,1000,42,TS-373_IMC83_B.mcd,TS-373_IMC83_B_ROI_1.txt,False,1.0,ROI_1,30465.084,11545.32,31465.084,10545.32,1000.0,1000.0
TS-373_IMC83_B_002.tiff,1000,1000,42,TS-373_IMC83_B.mcd,TS-373_IMC83_B_ROI_2.txt,False,2.0,ROI_2,29817.245,9985.821,30817.245,8985.821,1000.0,1000.0
TS-373_IMC82_MGUS_001.tiff,1000,1000,42,TS-373_IMC82_MGUS.mcd,TS-373_IMC82_MGUS_ROI_1.txt,False,1.0,ROI_1,30343.738,14105.031,31343.738,13105.031,1000.0,1000.0
TS-373_IMC82_MGUS_002.tiff,1000,1000,42,TS-373_IMC82_MGUS.mcd,TS-373_IMC82_MGUS_ROI_2.txt,False,2.0,ROI_2,30495.049,11838.208,31495.049,10838.208,1000.0,1000.0
TS-373_IMC81_B_001.tiff,1000,1000,42,TS-373_IMC81_B.mcd,TS-373_IMC81_B_ROI_1.txt,False,1.0,ROI_1,29211.658,13249.764,30211.658,12249.764,1000.0,1000.0
TS-373_IMC81_B_002.tiff,1000,1000,42,TS-373_IMC81_B.mcd,TS-373_IMC81_B_ROI_2.txt,False,2.0,ROI_2,29133.266,10898.414,30133.266,9898.414,1000.0,1000.0
TS-373_IMC80_B_001.tiff,1000,1000,42,TS-373_IMC80_B.mcd,TS-373_IMC80_B_ROI_1.txt,False,1.0,ROI_1,25478.878,16025.351,26478.878,15025.351,1000.0,1000.0
TS-373_IMC80_B_002.tiff,1000,1000,42,TS-373_IMC80_B.mcd,TS-373_IMC80_B_ROI_2.txt,False,2.0,ROI_2,24943.408,13669.212,25943.408,12669.212,1000.0,1000.0
TS-373_IMC79-1_B_001.tiff,1000,1000,42,TS-373_IMC79-1_B.mcd,TS-373_IMC79-1_B_ROI_1.txt,False,1.0,ROI_1,24116.617,9931.071,25116.617,8931.071,1000.0,1000.0
TS-373_IMC79-1_B_002.tiff,1000,1000,42,TS-373_IMC79-1_B.mcd,TS-373_IMC79-1_B_ROI_2.txt,False,2.0,ROI_2,23913.266,7951.214,24913.266,6951.214,1000.0,1000.0
TS-373_IMC78_UB_001.tiff,1000,1000,42,TS-373_IMC78_UB.mcd,TS-373_IMC78_UB_ROI_1.txt,False,1.0,ROI_1,25898.041,14016.513,26898.041,13016.513,1000.0,1000.0
TS-373_IMC78_UB_002.tiff,1000,1000,42,TS-373_IMC78_UB.mcd,TS-373_IMC78_UB_ROI_2.txt,False,2.0,ROI_2,25371.383,8899.106,26371.383,7899.106,1000.0,1000.0
TS-373_IMC77_B_001.tiff,1000,1000,42,TS-373_IMC77_B.mcd,TS-373_IMC77_B_ROI_1.txt,False,1.0,ROI_1,25395.868,14388.278,26395.868,13388.278,1000.0,1000.0
TS-373_IMC77_B_002.tiff,1000,1000,42,TS-373_IMC77_B.mcd,TS-373_IMC77_B_ROI_2.txt,False,2.0,ROI_2,26238.684,13346.31,27238.684,12346.31,1000.0,1000.0
TS-373_IMC76_B_001.tiff,1000,1000,42,TS-373_IMC76_B.mcd,TS-373_IMC76_B_ROI_1.txt,False,1.0,ROI_1,28515.298,14410.951,29515.298,13410.951,1000.0,1000.0
TS-373_IMC76_B_002.tiff,1000,1000,42,TS-373_IMC76_B.mcd,TS-373_IMC76_B_ROI_2.txt,False,2.0,ROI_2,29666.831,10614.689,30666.831,9614.689,1000.0,1000.0
TS-373_IMC75-1_B_001.tiff,1000,1000,42,TS-373_IMC75-1_B.mcd,TS-373_IMC75-1_B_ROI_1.txt,False,1.0,ROI_1,24730.776,15552.879,25730.776,14552.879,1000.0,1000.0
TS-373_IMC75-1_B_002.tiff,1000,1000,42,TS-373_IMC75-1_B.mcd,TS-373_IMC75-1_B_ROI_2.txt,False,2.0,ROI_2,25937.709,11286.634,26937.709,10286.634,1000.0,1000.0
TS-373_IMC74_B_001.tiff,1000,1000,42,TS-373_IMC74_B.mcd,TS-373_IMC74_B_ROI_1.txt,False,1.0,ROI_1,25678.288,11624.444,26678.288,10624.444,1000.0,1000.0
TS-373_IMC74_B_002.tiff,1000,1000,42,TS-373_IMC74_B.mcd,TS-373_IMC74_B_ROI_2.txt,False,2.0,ROI_2,24124.04,10931.016,25124.04,9931.016,1000.0,1000.0
TS-373_IMC72_MGUS_001.tiff,1000,1000,42,TS-373_IMC72_MGUS.mcd,TS-373_IMC72_MGUS_ROI_1.txt,False,1.0,ROI_1,25913.294,8191.506,26913.294,7191.506,1000.0,1000.0
TS-373_IMC72_MGUS_002.tiff,1000,1000,42,TS-373_IMC72_MGUS.mcd,TS-373_IMC72_MGUS_ROI_2.txt,False,2.0,ROI_2,25992.613,7165.098,26992.613,6165.098,1000.0,1000.0
TS-373_IMC71_B_001.tiff,1000,1000,42,TS-373_IMC71_B.mcd,TS-373_IMC71_B_ROI_1.txt,False,1.0,ROI_1,24427.859,12488.657,25427.859,11488.657,1000.0,1000.0
TS-373_IMC71_B_002.tiff,1000,1000,42,TS-373_IMC71_B.mcd,TS-373_IMC71_B_ROI_2.txt,False,2.0,ROI_2,22577.094,7479.963,23577.094,6479.963,1000.0,1000.0
TS-373_IMC69_B_001.tiff,1000,1000,42,TS-373_IMC69_B.mcd,TS-373_IMC69_B_ROI_1.txt,False,1.0,ROI_1,27391.813,13431.056,28391.813,12431.056,1000.0,1000.0
TS-373_IMC69_B_002.tiff,1000,1000,42,TS-373_IMC69_B.mcd,TS-373_IMC69_B_ROI_2.txt,False,2.0,ROI_2,27620.164,12246.079,28620.164,11246.079,1000.0,1000.0
TS-373_IMC68_B_001.tiff,1000,1000,42,TS-373_IMC68_B.mcd,TS-373_IMC68_B_ROI_1.txt,False,1.0,ROI_1,25807.421,16366.406,26807.421,15366.406,1000.0,1000.0
TS-373_IMC68_B_002.tiff,1000,1000,42,TS-373_IMC68_B.mcd,TS-373_IMC68_B_ROI_2.txt,False,2.0,ROI_2,25870.306,12976.752,26870.306,11976.752,1000.0,1000.0
TS-373_IMC67-1_B_001.tiff,1000,1000,42,TS-373_IMC67-1_B.mcd,TS-373_IMC67-1_B_ROI_1.txt,False,1.0,ROI_1,25984.581,16653.475,26984.581,15653.475,1000.0,1000.0
TS-373_IMC67-1_B_002.tiff,1000,1000,42,TS-373_IMC67-1_B.mcd,TS-373_IMC67-1_B_ROI_2.txt,False,2.0,ROI_2,24548.649,12931.25,25548.649,11931.25,1000.0,1000.0
TS-373_IMC66_B_001.tiff,1000,1000,42,TS-373_IMC66_B.mcd,TS-373_IMC66_B_ROI_1.txt,False,1.0,ROI_1,22532.02,11595.326,23532.02,10595.326,1000.0,1000.0
TS-373_IMC66_B_002.tiff,1000,1000,42,TS-373_IMC66_B.mcd,TS-373_IMC66_B_ROI_2.txt,False,2.0,ROI_2,23373.268,9634.008,24373.268,8634.008,1000.0,1000.0
TS-373_IMC65_B_001.tiff,1000,1000,42,TS-373_IMC65_B.mcd,TS-373_IMC65_B_ROI_1.txt,False,1.0,ROI_1,30818.48,16141.472,31818.48,15141.472,1000.0,1000.0
TS-373_IMC65_B_002.tiff,1000,1000,42,TS-373_IMC65_B.mcd,TS-373_IMC65_B_ROI_2.txt,False,2.0,ROI_2,30963.656,14223.118,31963.656,13223.118,1000.0,1000.0
TS-373_IMC64_B_001.tiff,1000,1000,42,TS-373_IMC64_B.mcd,TS-373_IMC64_B_ROI_1.txt,False,1.0,ROI_1,25025.861,18841.414,26025.861,17841.414,1000.0,1000.0
TS-373_IMC64_B_002.tiff,1000,1000,42,TS-373_IMC64_B.mcd,TS-373_IMC64_B_ROI_2.txt,False,2.0,ROI_2,26027.025,16001.883,27027.025,15001.883,1000.0,1000.0
TS-373_IMC62_B_001.tiff,1000,1000,42,TS-373_IMC62_B.mcd,TS-373_IMC62_B_ROI_1.txt,False,1.0,ROI_1,27481.58,12585.915,28481.58,11585.915,1000.0,1000.0
TS-373_IMC62_B_002.tiff,1000,1000,42,TS-373_IMC62_B.mcd,TS-373_IMC62_B_ROI_2.txt,False,2.0,ROI_2,27530.246,9860.475,28530.246,8860.475,1000.0,1000.0
TS-373_IMC60-1_B_001.tiff,1000,1000,42,TS-373_IMC60-1_B.mcd,TS-373_IMC60-1_B_ROI_1.txt,False,1.0,ROI_1,28562.75,14751.486,29562.75,13751.486,1000.0,1000.0
TS-373_IMC60-1_B_002.tiff,1000,1000,42,TS-373_IMC60-1_B.mcd,TS-373_IMC60-1_B_ROI_2.txt,False,2.0,ROI_2,25460.566,8229.498,26460.566,7229.498,1000.0,1000.0
TS-373_IMC59_MGUS_001.tiff,1000,307,42,TS-373_IMC59_MGUS.mcd,TS-373_IMC59_MGUS_ROI_1_1.txt,False,1.0,ROI_1,26284.56,15688.858,27284.56,14688.858,1000.0,1000.0
TS-373_IMC59_MGUS_002.tiff,1000,1000,42,TS-373_IMC59_MGUS.mcd,,False,2.0,ROI_2,30215.0,9053.0,31215.0,8053.0,1000.0,1000.0
TS-373_IMC59_MGUS_003.tiff,1000,688,42,TS-373_IMC59_MGUS.mcd,,False,3.0,ROI_1_2,26284.6,15380.869,27284.6,14692.869,1000.0,688.0
TS-373_IMC58_B_001.tiff,1000,1000,42,TS-373_IMC58_B.mcd,TS-373_IMC58_B_ROI_1.txt,False,1.0,ROI_1,21845.118,14772.941,22845.118,13772.941,1000.0,1000.0
TS-373_IMC58_B_002.tiff,1000,1000,42,TS-373_IMC58_B.mcd,TS-373_IMC58_B_ROI_2.txt,False,2.0,ROI_2,23225.0,12523.373,24225.0,11523.373,1000.0,1000.0
TS-373_IMC57_B_001.tiff,1000,1000,42,TS-373_IMC57_B.mcd,TS-373_IMC57_B_ROI_1.txt,False,1.0,ROI_1,30034.32,14844.0,31034.32,13844.0,1000.0,1000.0
TS-373_IMC57_B_002.tiff,1000,1000,42,TS-373_IMC57_B.mcd,TS-373_IMC57_B_ROI_2.txt,False,2.0,ROI_2,30188.0,8398.0,31188.0,7398.0,1000.0,1000.0
TS-373_IMC56_B_001.tiff,1000,1000,42,TS-373_IMC56_B.mcd,TS-373_IMC56_B_ROI_1.txt,False,1.0,ROI_1,25071.431,16694.196,26071.431,15694.196,1000.0,1000.0
TS-373_IMC56_B_002.tiff,1006,1000,42,TS-373_IMC56_B.mcd,TS-373_IMC56_B_ROI_2.txt,False,2.0,ROI_2,25279.497,9835.0,26285.497,8835.0,1006.0,1000.0
TS-373_IMC55-1_UB_001.tiff,1000,1000,42,TS-373_IMC55-1_UB.mcd,TS-373_IMC55-1_UB_ROI_1.txt,True,1.0,ROI_1,28745.0,14585.0,29745.0,13585.0,1000.0,1000.0
TS-373_IMC55-1_UB_002.tiff,1000,1000,42,TS-373_IMC55-1_UB.mcd,TS-373_IMC55-1_UB_ROI_2.txt,False,2.0,ROI_2,28229.758,10238.0,29229.758,9238.0,1000.0,1000.0
TS-373_IMC54_B_001.tiff,1000,1000,42,TS-373_IMC54_B.mcd,TS-373_IMC54_B_ROI_1.txt,False,1.0,ROI_1,31775.618,14539.44,32775.618,13539.44,1000.0,1000.0
TS-373_IMC54_B_002.tiff,1000,1000,42,TS-373_IMC54_B.mcd,TS-373_IMC54_B_ROI_2.txt,False,2.0,ROI_2,31516.618,9772.44,32516.618,8772.44,1000.0,1000.0
TS-373_IMC53_B_001.tiff,1000,1000,42,TS-373_IMC53_B.mcd,TS-373_IMC53_B_ROI_1.txt,False,1.0,ROI_1,26340.468,12493.778,27340.468,11493.778,1000.0,1000.0
TS-373_IMC53_B_002.tiff,1000,1000,42,TS-373_IMC53_B.mcd,TS-373_IMC53_B_ROI_2.txt,False,2.0,ROI_2,27380.664,12462.602,28380.664,11462.602,1000.0,1000.0
TS-373_IMC52_B_001.tiff,1000,1000,42,TS-373_IMC52_B.mcd,TS-373_IMC52_B_ROI_1.txt,False,1.0,ROI_1,27489.405,11421.0,28489.405,10421.0,1000.0,1000.0
TS-373_IMC52_B_002.tiff,1000,1000,42,TS-373_IMC52_B.mcd,TS-373_IMC52_B_ROI_2.txt,False,2.0,ROI_2,27415.583,10267.573,28415.583,9267.573,1000.0,1000.0
TS-373_IMC50_B_001.tiff,1000,1000,42,TS-373_IMC50_B.mcd,TS-373_IMC50_B_ROI_1.txt,False,1.0,ROI_1,26023.0,11272.0,27023.0,10272.0,1000.0,1000.0
TS-373_IMC50_B_002.tiff,1000,1000,42,TS-373_IMC50_B.mcd,TS-373_IMC50_B_ROI_2.txt,False,2.0,ROI_2,25938.0,8944.0,26938.0,7944.0,1000.0,1000.0
TS-373_IMC49_B_001.tiff,1000,1000,42,TS-373_IMC49_B.mcd,TS-373_IMC49_B_ROI_1.txt,False,1.0,ROI_1,25671.0,15902.0,26671.0,14902.0,1000.0,1000.0
TS-373_IMC49_B_002.tiff,1000,1000,42,TS-373_IMC49_B.mcd,TS-373_IMC49_B_ROI_2.txt,False,2.0,ROI_2,24920.0,14879.0,25920.0,13879.0,1000.0,1000.0
TS-373_IMC48_B_001.tiff,1000,1000,42,TS-373_IMC48_B.mcd,TS-373_IMC48_B_ROI_1.txt,False,1.0,ROI_1,26715.0,14259.0,27715.0,13259.0,1000.0,1000.0
TS-373_IMC48_B_002.tiff,1000,1000,42,TS-373_IMC48_B.mcd,TS-373_IMC48_B_ROI_2.txt,False,2.0,ROI_2,27719.0,9184.0,28719.0,8184.0,1000.0,1000.0
TS-373_IMC47_B_001.tiff,1000,1000,42,TS-373_IMC47_B.mcd,TS-373_IMC47_B_ROI_1.txt,False,1.0,ROI_1,28317.0,14675.0,29317.0,13675.0,1000.0,1000.0
TS-373_IMC47_B_002.tiff,1000,1000,42,TS-373_IMC47_B.mcd,TS-373_IMC47_B_ROI_2.txt,False,2.0,ROI_2,28061.0,11108.0,29061.0,10108.0,1000.0,1000.0
TS-373_IMC45_B_001.tiff,1000,1000,42,TS-373_IMC45_B.mcd,TS-373_IMC45_B_ROI_1.txt,False,1.0,ROI_1,26005.0,14877.0,27005.0,13877.0,1000.0,1000.0
TS-373_IMC45_B_002.tiff,1000,1000,42,TS-373_IMC45_B.mcd,TS-373_IMC45_B_ROI_2.txt,False,2.0,ROI_2,25025.0,13814.0,26025.0,12814.0,1000.0,1000.0
TS-373_IMC44_B_001.tiff,1000,1000,42,TS-373_IMC44_B.mcd,TS-373_IMC44_B_ROI_1.txt,True,1.0,ROI_1,29917.0,17576.0,30917.0,16576.0,1000.0,1000.0
TS-373_IMC44_B_002.tiff,1000,1000,42,TS-373_IMC44_B.mcd,TS-373_IMC44_B_ROI_2.txt,False,2.0,ROI_2,24831.0,9922.0,25831.0,8922.0,1000.0,1000.0
TS-373_IMC43_B_001.tiff,1000,1000,42,TS-373_IMC43_B.mcd,TS-373_IMC43_B_ROI_1.txt,False,1.0,ROI_1,24860.0,18351.0,25860.0,17351.0,1000.0,1000.0
TS-373_IMC43_B_002.tiff,1000,1000,42,TS-373_IMC43_B.mcd,TS-373_IMC43_B_ROI_2.txt,False,2.0,ROI_2,27114.0,14353.0,28114.0,13353.0,1000.0,1000.0
TS-373_IMC42_B_001.tiff,1000,1000,42,TS-373_IMC42_B.mcd,TS-373_IMC42_B_ROI_1.txt,True,1.0,ROI_001,30802.0,10830.0,31802.0,9830.0,1000.0,1000.0
TS-373_IMC42_B_002.tiff,1000,1000,42,TS-373_IMC42_B.mcd,TS-373_IMC42_B_ROI_2.txt,False,2.0,ROI_1,29723.0,14258.0,30723.0,13258.0,1000.0,1000.0
TS-373_IMC41_MGUS_001.tiff,1000,1000,42,TS-373_IMC41_MGUS.mcd,TS-373_IMC41_MGUS_ROI_1.txt,False,1.0,ROI_2,26985.0,11014.0,27985.0,10014.0,1000.0,1000.0
TS-373_IMC41_MGUS_002.tiff,1000,1000,42,TS-373_IMC41_MGUS.mcd,TS-373_IMC41_MGUS_ROI_2.txt,False,2.0,ROI_1,27410.0,12316.0,28410.0,11316.0,1000.0,1000.0
TS-373_IMC40-1_B_001.tiff,1000,1000,42,TS-373_IMC40-1_B.mcd,TS-373_IMC40-1_B_ROI_1.txt,False,1.0,ROI_2,31330.0,7899.0,32330.0,6899.0,1000.0,1000.0
TS-373_IMC40-1_B_002.tiff,1000,1000,42,TS-373_IMC40-1_B.mcd,TS-373_IMC40-1_B_ROI_2.txt,False,2.0,ROI_1,27217.0,15199.0,28217.0,14199.0,1000.0,1000.0
TS-373_IMC39_B_001.tiff,1000,1000,42,TS-373_IMC39_B.mcd,TS-373_IMC39_B_ROI_1.txt,False,1.0,ROI_1,27727.0,10180.0,28727.0,9180.0,1000.0,1000.0
TS-373_IMC39_B_002.tiff,1000,1000,42,TS-373_IMC39_B.mcd,TS-373_IMC39_B_ROI_2.txt,False,2.0,ROI_2,26280.0,9579.0,27280.0,8579.0,1000.0,1000.0
TS-373_IMC38_B_001.tiff,1000,1000,42,TS-373_IMC38_B.mcd,TS-373_IMC38_B_ROI_1.txt,False,1.0,ROI_1,29873.444,13310.303,30873.444,12310.303,1000.0,1000.0
TS-373_IMC38_B_002.tiff,1000,1000,42,TS-373_IMC38_B.mcd,TS-373_IMC38_B_ROI_2.txt,False,2.0,ROI_2,28705.0,8809.0,29705.0,7809.0,1000.0,1000.0
TS-373_IMC37-4_UB_001.tiff,1000,1000,42,TS-373_IMC37-4_UB.mcd,TS-373_IMC37-4_UB_ROI_1.txt,False,1.0,ROI_1,26020.671,9253.81,27020.671,8253.81,1000.0,1000.0
TS-373_IMC37-4_UB_002.tiff,1000,1000,42,TS-373_IMC37-4_UB.mcd,TS-373_IMC37-4_UB_ROI_2.txt,False,2.0,ROI_2,29694.671,9907.81,30694.671,8907.81,1000.0,1000.0
TS-373_IMC37-3_UB_001.tiff,1000,1000,42,TS-373_IMC37-3_UB.mcd,TS-373_IMC37-3_UB_ROI_1.txt,False,1.0,ROI_1,27221.429,12236.569,28221.429,11236.569,1000.0,1000.0
TS-373_IMC37-3_UB_002.tiff,1000,1000,42,TS-373_IMC37-3_UB.mcd,TS-373_IMC37-3_UB_ROI_2.txt,False,2.0,ROI_2,31034.602,7985.722,32034.602,6985.722,1000.0,1000.0
TS-373_IMC37-2_UB_001.tiff,1000,1000,42,TS-373_IMC37-2_UB.mcd,TS-373_IMC37-2_UB_ROI_1.txt,False,1.0,ROI_1,31696.419,15353.517,32696.419,14353.517,1000.0,1000.0
TS-373_IMC37-2_UB_002.tiff,1000,1000,42,TS-373_IMC37-2_UB.mcd,TS-373_IMC37-2_UB_ROI_2.txt,False,2.0,ROI_2,31119.384,12573.02,32119.384,11573.02,1000.0,1000.0
TS-373_IMC37-1_MGUS_001.tiff,1000,1000,42,TS-373_IMC37-1_MGUS.mcd,TS-373_IMC37-1_MGUS_ROI_1.txt,False,1.0,ROI_1,27823.423,11410.277,28823.423,10410.277,1000.0,1000.0
TS-373_IMC35_B_001.tiff,1000,1000,42,TS-373_IMC35_B.mcd,TS-373_IMC35_B_ROI_1.txt,False,1.0,ROI_1,29255.446,12447.984,30255.446,11447.984,1000.0,1000.0
TS-373_IMC35_B_002.tiff,1000,1000,42,TS-373_IMC35_B.mcd,TS-373_IMC35_B_ROI_2.txt,False,2.0,ROI_2,29007.0,9806.0,30007.0,8806.0,1000.0,1000.0
TS-373_IMC34_B_001.tiff,1000,1000,42,TS-373_IMC34_B.mcd,TS-373_IMC34_B_ROI_1.txt,False,1.0,ROI_1,29956.0,14673.0,30956.0,13673.0,1000.0,1000.0
TS-373_IMC34_B_002.tiff,1000,1000,42,TS-373_IMC34_B.mcd,TS-373_IMC34_B_ROI_2.txt,False,2.0,ROI_2,29033.0,12932.0,30033.0,11932.0,1000.0,1000.0
TS-373_IMC33_B_001.tiff,1000,1000,42,TS-373_IMC33_B.mcd,TS-373_IMC33_B_ROI_1.txt,False,1.0,ROI_1,24290.249,17654.755,25290.249,16654.755,1000.0,1000.0
TS-373_IMC33_B_002.tiff,1000,1000,42,TS-373_IMC33_B.mcd,TS-373_IMC33_B_ROI_2.txt,False,2.0,ROI_2,26256.964,12570.268,27256.964,11570.268,1000.0,1000.0
TS-373_IMC31_B_001.tiff,1000,1000,42,TS-373_IMC31_B.mcd,TS-373_IMC31_B_ROI_1.txt,False,1.0,ROI_1,31159.629,17150.481,32159.629,16150.481,1000.0,1000.0
TS-373_IMC31_B_002.tiff,1000,1000,42,TS-373_IMC31_B.mcd,TS-373_IMC31_B_ROI_2.txt,False,2.0,ROI_2,32065.0,13655.0,33065.0,12655.0,1000.0,1000.0
TS-373_IMC30_UB_001.tiff,1000,1000,42,TS-373_IMC30_UB.mcd,TS-373_IMC30_UB_ROI_001.txt,False,1.0,ROI_001,28941.0,9858.0,29941.0,8858.0,1000.0,1000.0
TS-373_IMC30_UB_002.tiff,1000,1000,42,TS-373_IMC30_UB.mcd,TS-373_IMC30_UB_ROI_002.txt,False,2.0,ROI_002,29789.0,6327.0,30789.0,5327.0,1000.0,1000.0
TS-373_IMC29_UB_001.tiff,1000,1000,42,TS-373_IMC29_UB.mcd,TS-373_IMC29_UB_ROI_1.txt,False,1.0,ROI_1,24437.367,16611.44,25437.367,15611.44,1000.0,1000.0
TS-373_IMC29_UB_002.tiff,1000,1000,42,TS-373_IMC29_UB.mcd,TS-373_IMC29_UB_ROI_2.txt,False,2.0,ROI_2,26678.126,10186.045,27678.126,9186.045,1000.0,1000.0
TS-373_IMC28_B_001.tiff,1000,1000,42,TS-373_IMC28_B.mcd,,False,1.0,ROI1,28910.558,14539.078,29910.558,13539.078,1000.0,1000.0
TS-373_IMC28_B_002.tiff,1000,1000,42,TS-373_IMC28_B.mcd,,False,2.0,ROI2,28974.992,9929.083,29974.992,8929.083,1000.0,1000.0
TS-373_IMC27_B_001.tiff,1000,1000,42,TS-373_IMC27_B.mcd,,False,1.0,ROI1,24556.717,16445.807,25556.717,15445.807,1000.0,1000.0
TS-373_IMC27_B_002.tiff,1000,1000,42,TS-373_IMC27_B.mcd,,False,2.0,RO2,24694.368,11309.226,25694.368,10309.226,1000.0,1000.0
TS-373_IMC26_B_001.tiff,1000,1000,42,TS-373_IMC26_B.mcd,,False,1.0,ROI1,28135.727,18790.712,29135.727,17790.712,1000.0,1000.0
TS-373_IMC26_B_002.tiff,1000,1000,42,TS-373_IMC26_B.mcd,,False,2.0,ROI2,26202.347,18216.176,27202.347,17216.176,1000.0,1000.0
TS-373_IMC26_B_003.tiff,39,35,42,TS-373_IMC26_B.mcd,,False,3.0,LEtest3,27482.102,15191.702,27521.102,15156.702,39.0,35.0
TS-373_IMC26_B_004.tiff,37,38,42,TS-373_IMC26_B.mcd,,False,4.0,LEtest4,27538.462,15195.462,27575.462,15157.462,37.0,38.0
